courseid,coursetitle,durationinseconds,releasedate,description,assessmentstatus,iscourseretired,course-author,tag
seo-with-aspdotnet,Search Engine Optimization with ASP.NET,3911,2013-03-28T00:00:00Z,"In the first module of this course, you'll learn some of the basics of search engine optimization--what can affect rankings, what is important to do, and what not to do. In the second and third modules, you'll learn to implemement some of what you learned in both ASP.NET MVC and ASP.NET WebForms, respectively. By the end of this course, you'll have an understanding of how important top rankings are, and ideas to begin travelling the road to success.",Live,no,Rich Dudley,search-engine-optimization microsoft developer optimization asp.net search-engine-optimization microsoft developer optimization asp.net
server-hardware,Understanding Server Hardware,10836,2012-10-25T00:00:00Z,"How do you know what the capabilities of your server are? How do you choose a new server? Which processor should you select? How can you avoid having to pay exorbitant amounts for licenses, or wasting money through over-provisioning a server? This course answers all these questions and more. The course begins be explaining basic server terminology, and then explains how to decode Dell and HP server model numbers, along with Intel and AMD processor numbers so you can figure out what current servers and components you have. It then describes and demonstrates the common application, processor, memory, and disk benchmarks you can use to evaluate the performance of your current and new servers. After that, it explains all the choices you need to make when choosing a new server so that you make the best use of your hardware budget, considering the anticipated workload plus OS and application licensing limitations. Finally it covers how to maintain your servers, including how to limit maintenance downtime using high-availability technology, and then how to maximize your hardware budget through negotiation tactics, consolidation, and virtualization. This course is perfect for beginners with little knowledge of server hardware, through developers, DBAs, managers, and other IT professionals who need to understand how to successfully evaluate and provision new servers",Live,no,Glenn Berry,data admin hardware developer data admin hardware developer
service-stack,Using ServiceStack to Build APIs,19639,2012-11-29T00:00:00Z,"Building web services today can be very confusing. It is not easy to pull together all the different technologies required to build an API or distributed service, because there are so many choices. ServiceStack makes things much simpler by providing a convention-based ""stack"" of services that allow you to build a clean service-based API using standard web service formats and protocols, without having to worry about all of the infrastructure needed to provide it. This course explains what ServiceStack is, and how you can use it as an alternative to ASP.NET MVC, Web API and WCF for quickly building elegant and speedy applications that can run on just about any platform. If you want a simple convention-based approach for building services and APIs in .NET, and you want it all in one package, you may be interested in checking out this course.",None,no,John Sonmez,web service-stack developer asp.net web service-stack developer asp.net
sharepoint-2007-admin-advanced-features,SharePoint Server 2007 Administration: Advanced Features,9064,2007-10-23T00:00:00Z,"Part 3 of 3 in the SharePoint Server 2007 series. This hands-on course dives into both versions of SharePoint 2007 (MOSS and WSS) and shows how to deploy and configure SharePoint, use the various site building components, manage and secure SharePoint, and more. This course is intended for administrators new to SharePoint and those looking to migrate to MOSS or WSS 2007. To get the most out of this course, you should have a good understanding of networking concepts and Active Directory.",None,no,Benjamin Culbertson,trainsignal admin server microsoft sharepoint-server-2007 sharepoint trainsignal admin server microsoft sharepoint-server-2007 sharepoint
sharepoint-2007-admin-configuration,SharePoint Server 2007 Administration: Configuration,11518,2008-10-23T00:00:00Z,"Part 2 of 3 in the SharePoint Server 2007 series. This hands-on course dives into both versions of SharePoint 2007 (MOSS & WSS) and shows how to deploy and configure SharePoint, use the various site building components, manage and secure SharePoint, and more. This course is intended for administrators new to SharePoint and those looking to migrate to MOSS or WSS 2007. To get the most out of this course, you should have a good understanding of networking concepts and Active Directory.",None,no,Benjamin Culbertson,trainsignal admin server microsoft sharepoint-server-2007 sharepoint trainsignal admin server microsoft sharepoint-server-2007 sharepoint
sharepoint-2007-admin-getting-started,SharePoint Server 2007 Administration: Getting Started,16747,2007-10-23T00:00:00Z,"Part 1 of 3 in the SharePoint Server 2007 series. This hands-on course dives into both versions of SharePoint 2007 (MOSS & WSS) and shows how to deploy and configure SharePoint, use the various site building components, manage and secure SharePoint, and more. This course is intended for administrators new to SharePoint and those looking to migrate to MOSS or WSS 2007. To get the most out of this course, you should have a good understanding of networking concepts and Active Directory.",None,no,Benjamin Culbertson,trainsignal admin server microsoft sharepoint-server-2007 sharepoint trainsignal admin server microsoft sharepoint-server-2007 sharepoint
sharepoint-2010-admin-pt1,SharePoint Server 2010 Administration (70-667) Part 1,14011,2011-09-13T00:00:00Z,"Part 1 of 4 in the SharePoint Server 2010 Administration (70-667) series. This course will teach you the essential features of SharePoint Server 2010, and you'll walk away able to install and configure a SharePoint environment, manage authentication, accounts and user roles and operational settings, deploy web applications, site collections and SharePoint solutions, and maintain SharePoint, from backup and restore to performance monitoring and optimization. This course is intended for IT administrators who currently or would like to deploy, configure and manage a SharePoint environment. In order to get the most out of this course, you should have a good understanding of Active Directory, DNS and other networking concepts. Additional knowledge of IIS, Microsoft SQL Server, Windows Server 2008 security and PowerShell 2.0 will also be helpful for this course.",None,no,J. Peter Bruzzese,mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp
sharepoint-2010-admin-pt2,SharePoint Server 2010 Administration (70-667) Part 2,13399,2011-09-13T00:00:00Z,"Part 2 of 4 in the SharePoint Server 2010 Administration (70-667) series. This course will teach you the essential features of SharePoint Server 2010, and you'll walk away able to install and configure a SharePoint environment, manage authentication, accounts and user roles and operational settings, deploy web applications, site collections and SharePoint solutions, and maintain SharePoint, from backup and restore to performance monitoring and optimization. This course is intended for IT administrators who currently or would like to deploy, configure and manage a SharePoint environment. In order to get the most out of this course, you should have a good understanding of Active Directory, DNS and other networking concepts. Additional knowledge of IIS, Microsoft SQL Server, Windows Server 2008 security and PowerShell 2.0 will also be helpful for this course.",None,no,J. Peter Bruzzese,mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp
sharepoint-2010-admin-pt3,SharePoint Server 2010 Administration (70-667) Part 3,13752,2011-09-13T00:00:00Z,"Part 3 of 4 in the SharePoint Server 2010 Administration (70-667) series. This course will teach you the essential features of SharePoint Server 2010, and you'll walk away able to install and configure a SharePoint environment, manage authentication, accounts and user roles and operational settings, deploy web applications, site collections and SharePoint solutions, and maintain SharePoint, from backup and restore to performance monitoring and optimization. This course is intended for IT administrators who currently or would like to deploy, configure and manage a SharePoint environment. In order to get the most out of this course, you should have a good understanding of Active Directory, DNS and other networking concepts. Additional knowledge of IIS, Microsoft SQL Server, Windows Server 2008 security and PowerShell 2.0 will also be helpful for this course.",None,no,J. Peter Bruzzese,mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp
sharepoint-2010-admin-pt4,SharePoint Server 2010 Administration (70-667) Part 4,12691,2011-09-13T00:00:00Z,"Part 4 of 4 in the SharePoint Server 2010 Administration (70-667) series. This course will teach you the essential features of SharePoint Server 2010, and you'll walk away able to install and configure a SharePoint environment, manage authentication, accounts and user roles and operational settings, deploy web applications, site collections and SharePoint solutions, and maintain SharePoint, from backup and restore to performance monitoring and optimization. This course is intended for IT administrators who currently or would like to deploy, configure and manage a SharePoint environment. In order to get the most out of this course, you should have a good understanding of Active Directory, DNS and other networking concepts. Additional knowledge of IIS, Microsoft SQL Server, Windows Server 2008 security and PowerShell 2.0 will also be helpful for this course.",None,no,J. Peter Bruzzese,mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp mcts trainsignal admin sharepoint-server-2010 server microsoft sharepoint 70-667 mcitp
sharepoint-2010-design-deploy-pt1,SharePoint Server 2010 Design and Deployment (70-668) Part 1,14736,2012-12-04T00:00:00Z,"Part 1 of 3 in the SharePoint Server 2010 Design and Deployment (70-668) series. SharePoint Server 2010 has emerged as a leading business platform for enterprise collaboration and content management. This course will help project managers, systems or solution architects, and other IT professionals understand how to plan and design the deployment and ongoing operation of a SharePoint 2010 environment. To get the most out of this course it is recommended for those who have experience with Enterprise software, and those who show proficiency with Windows Server 2008, Active Directory, IIS, and SQL Server.",None,no,Eric Skaggs,70-668 trainsignal admin sharepoint-server-2010 server microsoft sharepoint mcitp 70-668 trainsignal admin sharepoint-server-2010 server microsoft sharepoint mcitp
sharepoint-2010-design-deploy-pt2,SharePoint Server 2010 Design and Deployment (70-668) Part 2,15119,2012-12-04T00:00:00Z,"Part 2 of 3 in the SharePoint Server 2010 Design and Deployment (70-668) series. SharePoint Server 2010 has emerged as a leading business platform for enterprise collaboration and content management. This course will help project managers, systems or solution architects, and other IT professionals understand how to plan and design the deployment and ongoing operation of a SharePoint 2010 environment. To get the most out of this course it is recommended for those who have experience with Enterprise software, and those who show proficiency with Windows Server 2008, Active Directory, IIS, and SQL Server.",None,no,Eric Skaggs,70-668 trainsignal admin sharepoint-server-2010 server microsoft sharepoint mcitp 70-668 trainsignal admin sharepoint-server-2010 server microsoft sharepoint mcitp
sharepoint-2010-design-deploy-pt3,SharePoint Server 2010 Design and Deployment (70-668) Part 3,15870,2012-12-04T00:00:00Z,"Part 3 of 3 in the SharePoint Server 2010 Design and Deployment (70-668) series. SharePoint Server 2010 has emerged as a leading business platform for enterprise collaboration and content management. This course will help project managers, systems or solution architects, and other IT professionals understand how to plan and design the deployment and ongoing operation of a SharePoint 2010 environment. To get the most out of this course it is recommended for those who have experience with Enterprise software, and those who show proficiency with Windows Server 2008, Active Directory, IIS, and SQL Server.",None,no,Eric Skaggs,70-668 trainsignal admin sharepoint-server-2010 server microsoft sharepoint mcitp 70-668 trainsignal admin sharepoint-server-2010 server microsoft sharepoint mcitp
sharepoint-2010-development-pt1,SharePoint Server 2010 Development (70-573) Part 1,13017,2011-09-18T00:00:00Z,"Part 1 of 4 in the SharePoint Server 2010 Development (70-573) series. This course will show you how to extend SharePoint Server 2010's out-of-box functionality and customize SharePoint applications to fit your business needs and brand. You'll walk away from this course with a solid understanding of the SharePoint object model and able to develop and build applications that maximize the value of SharePoint. This course is intended for Developers and Website Administrators new to SharePoint as well as SharePoint Administrators who are looking to learn the development and implementation of custom code. To get the most out of this course, you should have some experience with ASP.NET development and C#, as well as understand the basics of SharePoint features and administration.",None,no,Eric Skaggs,70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp 70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp
sharepoint-2010-development-pt2,SharePoint Server 2010 Development (70-573) Part 2,20520,2011-09-18T00:00:00Z,"Part 2 of 4 in the SharePoint Server 2010 Development (70-573) series. This course will show you how to extend SharePoint Server 2010's out-of-box functionality and customize SharePoint applications to fit your business needs and brand. You'll walk away from this course with a solid understanding of the SharePoint object model and able to develop and build applications that maximize the value of SharePoint. This course is intended for Developers and Website Administrators new to SharePoint as well as SharePoint Administrators who are looking to learn the development and implementation of custom code. To get the most out of this course, you should have some experience with ASP.NET development and C#, as well as understand the basics of SharePoint features and administration.",None,no,Eric Skaggs,70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp 70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp
sharepoint-2010-development-pt3,SharePoint Server 2010 Development (70-573) Part 3,15931,2011-09-18T00:00:00Z,"Part 3 of 4 in the SharePoint Server 2010 Development (70-573) series. This course will show you how to extend SharePoint Server 2010's out-of-box functionality and customize SharePoint applications to fit your business needs and brand. You'll walk away from this course with a solid understanding of the SharePoint object model and able to develop and build applications that maximize the value of SharePoint. This course is intended for Developers and Website Administrators new to SharePoint as well as SharePoint Administrators who are looking to learn the development and implementation of custom code. To get the most out of this course, you should have some experience with ASP.NET development and C#, as well as understand the basics of SharePoint features and administration.",None,no,Eric Skaggs,70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp 70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp
sharepoint-2010-development-pt4,SharePoint Server 2010 Development (70-573) Part 4,12835,2011-09-18T00:00:00Z,"Part 4 of 4 in the SharePoint Server 2010 Development (70-573) series. This course will show you how to extend SharePoint Server 2010's out-of-box functionality and customize SharePoint applications to fit your business needs and brand. You'll walk away from this course with a solid understanding of the SharePoint object model and able to develop and build applications that maximize the value of SharePoint. This course is intended for Developers and Website Administrators new to SharePoint as well as SharePoint Administrators who are looking to learn the development and implementation of custom code. To get the most out of this course, you should have some experience with ASP.NET development and C#, as well as understand the basics of SharePoint features and administration.",None,no,Eric Skaggs,70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp 70-573 trainsignal sharepoint-server-2010 server microsoft sharepoint developer mcitp
sharepoint-2010-lists-and-libraries,SharePoint 2010 Lists and Libraries for Developers,14223,2011-07-18T00:00:00Z,"Lists and libraries are not only the heart of the collaboration side of SharePoint, they are also the main data store of the system. This course takes a look at the development aspect of lists and libraries. We'll see how to programmatically create lists and libraries and how to interact with the content stored inside. We will also take a look at the various data access options developers can use to access list data.",None,no,Rob Windsor,sharepoint-server-2010 microsoft sharepoint developer sharepoint-server-2010 microsoft sharepoint developer
sharepoint-2010-office-advanced,SharePoint Server 2010 Integrate w/ Office 2010: Advanced,13441,2012-09-12T00:00:00Z,Part 3 of 3 in the SharePoint Server 2010 Integrating With Office 2010 series. It says it all in the title! If you are a SharePoint admin who wants to integrate with office 2010 this course is for you.,None,no,Bill Kulterman,microsoft-office trainsignal admin sharepoint-server-2010 microsoft-office-2010 server microsoft sharepoint microsoft-office trainsignal admin sharepoint-server-2010 microsoft-office-2010 server microsoft sharepoint
sharepoint-2010-office-excel,SharePoint Server 2010 Integrate w/ Office 2010: Excel,9628,2012-09-12T00:00:00Z,Part 2 of 3 in the SharePoint Server 2010 Integrating With Office 2010 series. It says it all in the title! If you are a SharePoint admin who wants to integrate with office 2010 this course is for you.,None,no,Bill Kulterman,microsoft-office excel trainsignal admin sharepoint-server-2010 microsoft-office-2010 server microsoft sharepoint microsoft-office excel trainsignal admin sharepoint-server-2010 microsoft-office-2010 server microsoft sharepoint
sharepoint-2010-office-get-started,SharePoint Server 2010 Integrate w/ Office 2010: Getting Started,10710,2012-09-12T00:00:00Z,Part 1 of 3 in the SharePoint Server 2010 Integrating With Office 2010 series. It says it all in the title! If you are a SharePoint admin who wants to integrate with office 2010 this course is for you.,None,no,Bill Kulterman,microsoft-office microsoft-office trainsignal trainsignal admin admin sharepoint-server-2010 sharepoint-server-2010 microsoft-office-2010 microsoft-office-2010 server server microsoft microsoft sharepoint sharepoint microsoft-office microsoft-office trainsignal trainsignal admin admin sharepoint-server-2010 sharepoint-server-2010 microsoft-office-2010 microsoft-office-2010 server server microsoft microsoft sharepoint sharepoint
sharepoint-2010-office-get-started,SharePoint Server 2010 Integrate w/ Office 2010: Getting Started,10710,2012-09-12T00:00:00Z,Part 1 of 3 in the SharePoint Server 2010 Integrating With Office 2010 series. It says it all in the title! If you are a SharePoint admin who wants to integrate with office 2010 this course is for you.,None,no,Heather Ackmann,microsoft-office microsoft-office trainsignal trainsignal admin admin sharepoint-server-2010 sharepoint-server-2010 microsoft-office-2010 microsoft-office-2010 server server microsoft microsoft sharepoint sharepoint microsoft-office microsoft-office trainsignal trainsignal admin admin sharepoint-server-2010 sharepoint-server-2010 microsoft-office-2010 microsoft-office-2010 server server microsoft microsoft sharepoint sharepoint
sharepoint-2013-adv-solutions-pt1,SharePoint Server 2013 Advanced Solutions (70-332) Part 1,18358,2013-06-24T00:00:00Z,"Part 1 of 3 in the SharePoint Server 2013 Advanced Solutions (70-332) series. This series focuses on the planning and implementing phases of all aspects of SharePoint 2013. This course is intended for advanced users who are looking to gain knowledge for the 70-332 exam. We will start with a bare bones environment, and begin to build and plan through SQL, SharePoint, and the Services, until our entire environment is configured; based on our demo company, Globomantics, requests.",None,no,Jeff Adkin,mcse-sharepoint 70-332 trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint mcse-sharepoint 70-332 trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint
sharepoint-2013-adv-solutions-pt2,SharePoint Server 2013 Advanced Solutions (70-332) Part 2,18688,2013-06-24T00:00:00Z,"Part 2 of 3 in the SharePoint Server 2013 Advanced Solutions (70-332) series. This series focuses on the planning and implementing phases of all aspects of SharePoint 2013. This course is intended for advanced users who are looking to gain knowledge for the 70-332 exam. We will start with a bare bones environment, and begin to build and plan through SQL, SharePoint, and the Services, until our entire environment is configured; based on our demo company, Globomantics, requests.",None,no,Jeff Adkin,mcse-sharepoint 70-332 trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint mcse-sharepoint 70-332 trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint
sharepoint-2013-adv-solutions-pt3,SharePoint Server 2013 Advanced Solutions (70-332),10674,2013-06-24T00:00:00Z,"Part 3 of 3 in the SharePoint Server 2013 Advanced Solutions (70-332) series. This series focuses on the planning and implementing phases of all aspects of SharePoint 2013. This course is intended for advanced users who are looking to gain knowledge for the 70-332 exam. We will start with a bare bones environment, and begin to build and plan through SQL, SharePoint, and the Services, until our entire environment is configured; based on our demo company, Globomantics, requests.",None,no,Jeff Adkin,mcse-sharepoint 70-332 trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint mcse-sharepoint 70-332 trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint
sharepoint-2013-client-object-model-rest,SharePoint 2013 Development: Client Object Model and REST API,24066,2013-05-28T00:00:00Z,"In the last several years Web development has seen a noticeable shift from server-side to client-side development. It’s taken a while but we’re starting to see this shift in the SharePoint development space as well. To support developers who want to do more on the client-side and to make it possible to build interesting applications using the SharePoint 2013 App Model, Microsoft has made significant enhancements to both the Client Object Model (CSOM) and the REST API. This course covers the fundamental use of these APIs, discusses how they have evolved in SharePoint 2013, and highlights many of the their new features.",Live,no,Rob Windsor,sharepoint-2013 csom microsoft sharepoint rest developer sharepoint-2013 csom microsoft sharepoint rest developer
sharepoint-2013-core-solutions-pt1,SharePoint Server 2013 Core Solutions (70-331) Part 1,14695,2013-05-06T00:00:00Z,"Part 1 of 3 in the SharePoint Server 2013 Core Solutions (70-331) series covers a range of topics including the installation and management of SharePoint 2013, PowerShell, data management, and more. This course is designed for those who already have a basic understanding of SharePoint, Windows administration, and Active Directory concepts.",None,no,Christopher Harrison,powershell mcse-sharepoint trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint 70-331 powershell mcse-sharepoint trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint 70-331
sharepoint-2013-core-solutions-pt2,SharePoint Server 2013 Core Solutions (70-331) Part 2,14312,2013-05-06T00:00:00Z,"Part 2 of 3 in the SharePoint Server 2013 Core Solutions (70-331) series covers a range of topics including the installation and management of SharePoint 2013, PowerShell, data management, and more. In this course, your instructor Christopher Harrison covers a range of topics including the installation and management of SharePoint 2013, PowerShell, data management, and more. This course is designed for those who already have a basic understanding of SharePoint, Windows administration, and Active Directory concepts.",None,no,Christopher Harrison,mcse-sharepoint trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint 70-331 mcse-sharepoint trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint 70-331
sharepoint-2013-core-solutions-pt3,SharePoint Server 2013 Core Solutions (70-331) Part 3,11851,2013-05-06T00:00:00Z,"Part 3 of 3 in the SharePoint Server 2013 Core Solutions (70-331) series covers a range of topics including the installation and management of SharePoint 2013, PowerShell, data management, and more. This course is designed for those who already have a basic understanding of SharePoint, Windows administration, and Active Directory concepts.",None,no,Christopher Harrison,data-management mcse-sharepoint trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint 70-331 data-management mcse-sharepoint trainsignal admin server sharepoint-server-2013 microsoft mcse sharepoint 70-331
sharepoint-2013-fundamentals,SharePoint 2013 Fundamentals,25488,2013-11-07T00:00:00Z,"This course covers SharePoint 2013 development from the ground up. It starts with an overview of SharePoint from end-user perspective to ensure viewers are familiar with SharePoint’s functionality, terms and concepts. We then look at the SharePoint architecture with a focus on how it integrates with IIS and ASP.NET. Finally we move to a look at how to get started doing custom development for SharePoint 2013 using Visual Studio 2012.",Live,no,Rob Windsor,sharepoint-2013 web microsoft sharepoint developer sharepoint-2013 web microsoft sharepoint developer
sharepoint2013-search-back-front,SharePoint 2013 Search Back To Front,13152,2013-08-08T00:00:00Z,"This course is intended to deliver a SharePoint Search education for beginning and intermediate SharePoint Administrator. Targeted at SharePoint 2013 Farm Administrators and Site Collection Administrators, this course will help users who are attempting to provision, configure, manage and customize the SharePoint 2013 Search Service Application and Search Center. This course provides sufficient detail for the student to follow the demonstrations to complete a Search configuration and resolve issues with tested troubleshooting techniques.",Live,no,Matthew McDermott,search sharepoint-2013 microsoft sharepoint developer search sharepoint-2013 microsoft sharepoint developer
sharepoint-2013-search-development,SharePoint 2013 Search Development,13845,2013-07-30T00:00:00Z,"This course covers the concepts, architecture, and techniques for developing apps, solutions, and customizations based on SharePoint 2013 Enterprise Search",Live,no,Scot Hillier,search sharepoint-2013 microsoft sharepoint developer search sharepoint-2013 microsoft sharepoint developer
sharepoint2013-workflow-advanced-topics,SharePoint 2013 Workflow - Advanced Topics,13070,2014-01-15T00:00:00Z,"Workflow changed quite a bit in the SharePoint 2013 release from previous versions of SharePoint. The new workflow platform is implemented with a new product called Workflow Manager 1.0. This course builds off what you learned in the ""SharePoint 2013 Workflow - Fundamentals"" course. In this course, you will learn how SharePoint 2013, Workflow Manager 1.0 and Service Bus 1.0 interact to create a robust, reliable and scalable workflow platform, how to do advanced debugging of workflows you are creating, as well as how to perform common tasks in today's business world. This includes learning how to create custom forms, leverage the new Workflow Services client APIs and how to create custom actions and activities for Visual Studio and SharePoint Designer authored workflows.",Live,no,Andrew Connell,sharepoint-2013 admin workflow web microsoft sharepoint developer sharepoint-2013 admin workflow web microsoft sharepoint developer
sharepoint2013-workflow-fundamentals,SharePoint 2013 Workflow - Fundamentals,14665,2013-06-21T00:00:00Z,Workflow changed quite a bit in the SharePoint 2013 release from previous versions of SharePoint. The new workflow platform is implemented with a new product called Workflow Manager 1.0. In this course you will learn all the fundamentals for creating custom workflows in SharePoint 2013 using Workflow Manager 1.0. This includes using tools designed for the power user such as Visio 2013 and SharePoint Designer 2013 as well as the primary tool for the developer: Visual Studio 2012.,Live,no,Andrew Connell,sharepoint-2013 workflow microsoft sharepoint developer sharepoint-2013 workflow microsoft sharepoint developer
sharepoint-2013-workflow-web-services,SharePoint 2013 Workflow - Web Services,11805,2014-02-06T00:00:00Z,"Workflow changed quite a bit in the SharePoint 2013 release from previous versions of SharePoint. The new workflow platform is implemented with a new product called Workflow Manager 1.0. This course builds off what you learned in the SharePoint 2013 Workflow - Fundamentals and the SharePoint 2013 Workflow - Advanced Topics courses. In this course you will learn how to work with web services in your SharePoint 2013 workflows to meet today's business requirements. You will learn how to read and write to anonymous web services and how to authenticate and interact with the SharePoint 2013 REST API from both SharePoint Designer and Visual Studio when the provided activities don't provide the necessary tools to complete the task. Finally you will also learn how to communicate with secured web services including third party OAuth secured services and how to deploy, and interact, with your own custom secured web services.",Live,no,Andrew Connell,web-services sharepoint-2013 admin workflow web microsoft sharepoint developer web-services sharepoint-2013 admin workflow web microsoft sharepoint developer
sharepoint-administration,SharePoint 2007 Tutorial for Site Administrators,7739,2010-03-24T00:00:00Z,"Microsoft Office SharePoint Server 2007, provides comprehensive, scalable collaborative capabilities that, through components of content management and integrated search, support dynamic, efficient information processing and sharing; providing organizations productivity gains and more comprehensive output. In this course, through introduction to the front end, you will learn tools and steps essential to build and manage a Site Collection. Purpose driven sessions provide component review augmented with, administrative efficiencies, business drivers and best practices.",Live,no,Janis Hall,adminsharepoint-2007 microsoft sharepoint adminsharepoint-2007 microsoft sharepoint
sharepoint-business-services,SharePoint 2007: Business Services,15080,2010-07-20T00:00:00Z,This course focuses on Microsoft Office SharePoint Server 2007 (MOSS) and how you can leverage the portal and content management features of MOSS as well as the Business Data Catalog and Excel Services.,None,no,Jon Fancey,sharepoint-2007 sharepoint-2007 sharepoint-2007 microsoft microsoft microsoft wf wf wf sharepoint sharepoint sharepoint developer developer developer asp.net asp.net asp.net sharepoint-2007 sharepoint-2007 sharepoint-2007 microsoft microsoft microsoft wf wf wf sharepoint sharepoint sharepoint developer developer developer asp.net asp.net asp.net
sharepoint-business-services,SharePoint 2007: Business Services,15080,2010-07-20T00:00:00Z,This course focuses on Microsoft Office SharePoint Server 2007 (MOSS) and how you can leverage the portal and content management features of MOSS as well as the Business Data Catalog and Excel Services.,None,no,Matt Milner,sharepoint-2007 sharepoint-2007 sharepoint-2007 microsoft microsoft microsoft wf wf wf sharepoint sharepoint sharepoint developer developer developer asp.net asp.net asp.net sharepoint-2007 sharepoint-2007 sharepoint-2007 microsoft microsoft microsoft wf wf wf sharepoint sharepoint sharepoint developer developer developer asp.net asp.net asp.net
sharepoint-business-services,SharePoint 2007: Business Services,15080,2010-07-20T00:00:00Z,This course focuses on Microsoft Office SharePoint Server 2007 (MOSS) and how you can leverage the portal and content management features of MOSS as well as the Business Data Catalog and Excel Services.,None,no,Sahil Malik,sharepoint-2007 sharepoint-2007 sharepoint-2007 microsoft microsoft microsoft wf wf wf sharepoint sharepoint sharepoint developer developer developer asp.net asp.net asp.net sharepoint-2007 sharepoint-2007 sharepoint-2007 microsoft microsoft microsoft wf wf wf sharepoint sharepoint sharepoint developer developer developer asp.net asp.net asp.net
sharepoint-client-programming,SharePoint 2007 Services Client Programming,8504,2010-07-05T00:00:00Z,"Windows SharePoint Services 3.0 (WSS3) is a versatile technology that you can use to increase the efficiency of business processes and improve team productivity. WSS3, which runs on top of Windows Server 2003 or Windows Server 2008, provides a rich platform for building Web-based applications that can scale easily to meet the changing and growing needs of your business. In this course, you will learn how WSS3 works under the covers and how you can build rich, interactive sites that enhance your team's information management and exchange.",None,no,Sahil Malik,sharepoint-2007 wcf silverlight microsoft ajax sharepoint developer asp.net sharepoint-2007 wcf silverlight microsoft ajax sharepoint developer asp.net
sharepoint-features-and-solutions-by-example,SharePoint 2007 Features and Solutions by Example,2788,2009-11-12T00:00:00Z,Learn how to deploy new features to SharePoint 2007 by packaging them as 'features' and then rolling those features into 'solutions'.,Live,no,Dan Wahlin,sharepoint-2007 microsoft sharepoint developer sharepoint-2007 microsoft sharepoint developer
sharepoint-fundamentals,SharePoint 2007 Fundamentals for Developers,26954,2010-06-29T00:00:00Z,"Windows SharePoint Services 3.0 (WSS3) is a versatile technology that you can use to increase the efficiency of business processes and improve team productivity. WSS3, which runs on top of Windows Server 2003 or Windows Server 2008, provides a rich platform for building Web-based applications that can scale easily to meet the changing and growing needs of your business. In this course, you will learn how WSS3 works under the covers and how you can build rich, interactive sites that enhance your team's information management and exchange.",Live,no,Fritz Onion,sharepoint-2007 sharepoint-2007 microsoft microsoft sharepoint sharepoint developer developer asp.net asp.net sharepoint-2007 sharepoint-2007 microsoft microsoft sharepoint sharepoint developer developer asp.net asp.net
sharepoint-fundamentals,SharePoint 2007 Fundamentals for Developers,26954,2010-06-29T00:00:00Z,"Windows SharePoint Services 3.0 (WSS3) is a versatile technology that you can use to increase the efficiency of business processes and improve team productivity. WSS3, which runs on top of Windows Server 2003 or Windows Server 2008, provides a rich platform for building Web-based applications that can scale easily to meet the changing and growing needs of your business. In this course, you will learn how WSS3 works under the covers and how you can build rich, interactive sites that enhance your team's information management and exchange.",Live,no,Sahil Malik,sharepoint-2007 sharepoint-2007 microsoft microsoft sharepoint sharepoint developer developer asp.net asp.net sharepoint-2007 sharepoint-2007 microsoft microsoft sharepoint sharepoint developer developer asp.net asp.net
sharepoint-performancepoint-services,SharePoint 2013 PerformancePoint Services,5482,2014-01-16T00:00:00Z,"Do you want to create appealing dashboards with interactive reports, charts and scorecards? In this course, you will learn how to use PerformancePoint Services and Dashboard Designer to fulfill this task. You will learn how to author a dashboard and how to interact with it. After watching the course, you are able to kick-off your own project and build the dashboards you and your colleagues need for making your daily work easier.",Live,no,Markus Ehrenmüller-Jensen,business-intelligence sharepoint-2013 admin web microsoft sharepoint developer business-intelligence sharepoint-2013 admin web microsoft sharepoint developer
